arrival_time,voting_duration,is_impatient,start_time,departure_time,has_voted
3.3186252179880733,18.893390538809864,False,3.3186252179880733,22.21201575679794,True
4.852938739273596,2.9551272457706945,False,4.852938739273596,7.808065985044291,True
5.360073079761189,29.265394236966994,False,7.808065985044291,37.073460222011285,True
9.963854558010052,12.80832520820892,False,22.21201575679794,35.02034096500686,True
10.539764119164643,19.888251713936413,False,35.02034096500686,54.90859267894327,True
10.96035958765459,5.013705832447016,False,37.073460222011285,42.0871660544583,True
12.280502751809172,14.767575514607278,False,42.0871660544583,56.85474156906558,True
13.83602931145901,6.149036977368934,True,None,None,False
13.92906435575942,4.583911051448504,False,54.90859267894327,59.492503730391775,True
14.810776887522678,0.08044772870302275,False,56.85474156906558,56.9351892977686,True
15.01946329748907,3.4871779082167462,False,56.9351892977686,60.422367205985346,True
17.45083050765053,11.520189709467909,False,59.492503730391775,71.01269343985969,True
19.162673609506147,2.813188940526326,False,60.422367205985346,63.23555614651167,True
19.403108657584106,3.9546983884769116,False,63.23555614651167,67.19025453498858,True
19.80557085418472,0.8459798562575017,False,67.19025453498858,68.03623439124608,True
20.822773561337005,10.250073796223989,False,68.03623439124608,78.28630818747007,True
22.530489366745506,40.70726381977998,False,71.01269343985969,111.71995725963967,True
25.66182248344286,0.6520471200463122,False,78.28630818747007,78.93835530751639,True
28.07019128896729,7.415541218992734,True,None,None,False
28.31642015164067,22.659212824701854,False,78.93835530751639,101.59756813221824,True
31.639426551682703,14.275539537212518,True,None,None,False
34.189406109052115,21.214162573339838,True,None,None,False
35.7876850292746,2.727594714835227,False,101.59756813221824,104.32516284705346,True
37.391451063994296,17.281722274977813,True,None,None,False
39.88352153836861,8.527699863170414,False,104.32516284705346,112.85286271022387,True
40.436829009453035,1.9241947650860154,True,None,None,False
40.814143867905216,0.8279851109342187,False,111.71995725963967,112.54794237057389,True
41.25678512654718,4.403052344611403,False,112.54794237057389,116.95099471518529,True
41.956082818715494,19.15968770670691,True,None,None,False
43.052841523663645,1.5737437980985736,False,112.85286271022387,114.42660650832245,True
44.10870972800936,10.831331393496024,False,114.42660650832245,125.25793790181848,True
44.4577650735726,5.213442590570809,False,116.95099471518529,122.1644373057561,True
47.756328085864304,3.232844537404394,False,122.1644373057561,125.39728184316048,True
47.865147677741014,17.26410763174885,True,None,None,False
48.623264749194156,4.5361049488796965,False,125.25793790181848,129.7940428506982,True
48.9922598698164,5.881861282466752,False,125.39728184316048,131.27914312562723,True
49.29647507928687,5.186782208614065,False,129.7940428506982,134.98082505931225,True
49.86698910441362,11.96301395216517,False,131.27914312562723,143.2421570777924,True
49.88322168071828,24.281374456196104,False,134.98082505931225,159.26219951550837,True
50.12254571154329,20.327785429087943,False,143.2421570777924,163.56994250688035,True
50.48317816252878,9.698967103579742,False,159.26219951550837,168.96116661908812,True
50.78733664059999,4.945753315424328,False,163.56994250688035,168.51569582230468,True
50.84808835061117,0.604210419141862,False,168.51569582230468,169.11990624144653,True
54.8794001497496,1.7728923760418072,False,168.96116661908812,170.7340589951299,True
55.708336494984735,20.75045058007325,False,169.11990624144653,189.87035682151978,True
55.95688704648343,12.33889664320199,False,170.7340589951299,183.0729556383319,True
56.03682788208942,1.1374265127709189,False,183.0729556383319,184.21038215110283,True
56.81791755023825,7.493974111211171,False,184.21038215110283,191.704356262314,True
61.08140787794824,14.385204235360726,False,189.87035682151978,204.2555610568805,True
61.21415527635222,2.8346271374168617,False,191.704356262314,194.53898339973088,True
63.55530001066461,2.5674219134693956,False,194.53898339973088,197.10640531320027,True
